PL,NAME,YEAR,TEAM,TIME,SOURCE_FILE,EVENT_DATE
33,Andrew Parker,FR-1,Stevenson,25.27,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
35,Nicholas Resele,SR-4,Lebanon Valley,25.48,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
37,Ivan Foreman,FR-1,Juniata,26.06,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
36,Nehemiah Frazier,JR-3,Stevenson,25.56,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
38,Sean Harris,SO-2,Dickinson,26.07,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
39,Shane Breedlove,SO-2,FDU-Florham,26.95,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
40,Aaron McGriff,SR-4,FDU-Florham,27.66,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
41,Pranav Mishra,JR-3,Dickinson,28.22,TFRRS _ SU Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
1,Shemar Palmer,,Fresno Pacific 21.06,10,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Garrett Fox,,Fresno Pacific 21.27,8,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Enoch Okoh Fresno,,State 21.69,6,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Rusty Jones,,Freshman Modesto 21.94,5,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Quincy Patton,,Clovis CC 22.19,4,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Jahiem Williams Stanislaus,,State 22.45,3,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Noah Jimenez,,Fresno Pacific 22.72,2,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Jemar Armstrong Stanislaus,,State 22.73,1,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Shemar Palmer,,Fresno Pacific 21.06,10,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Garrett Fox,,Fresno Pacific 21.27,8,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Enoch Okoh Fresno,,State 21.69,6,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Rusty Jones,,Freshman Modesto 21.94,5,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Noah Jimenez,,Fresno Pacific 22.72,2,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Quincy Patton,,Clovis CC 22.19,4,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Jahiem Williams Stanislaus,,State 22.45,3,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Jemar Armstrong Stanislaus,,State 22.73,1,TFRRS _ Sunbird Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Jamarion Stubbs Alabama,SO-2,State 20.94,10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
2,Shanard Walker,JR-3,Bethune-Cookman 21.59,8,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
3,Christion Derrick,SR-4,Prairie View 21.70,6,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
4,Ross Walrond,SO-2,Arkansas-Pine Bluff 21.74,5,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
5,DeAnthony Nervis,SR-4,Southern 21.75,4,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
6,Ja'Quan King,SO-2,Bethune-Cookman 21.77,3,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
7,Mohamed Soumare,SR-4,Arkansas-Pine Bluff 21.78,2,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
8,Joseph DeRosier,FR-1,Florida A&M 22.23,1,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
2,Shanard Walker,JR-3,Bethune-Cookman 21.59,8,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
5,DeAnthony Nervis,SR-4,Southern 21.75,4,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
6,Ja'Quan King,SO-2,Bethune-Cookman 21.77,3,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
8,Joseph DeRosier,FR-1,Florida A&M 22.23,1,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
1,Jamarion Stubbs Alabama,SO-2,State 20.94,10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
3,Christion Derrick,SR-4,Prairie View 21.70,6,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
4,Ross Walrond,SO-2,Arkansas-Pine Bluff 21.74,5,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
7,Mohamed Soumare,SR-4,Arkansas-Pine Bluff 21.78,2,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
1,Jamarion Stubbs Alabama,SO-2,State,21.15,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
2,Ross Walrond,SO-2,Arkansas-Pine Bluff,21.50,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
3,DeAnthony Nervis,SR-4,Southern,21.58,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
4,Ja'Quan King,SO-2,Bethune-Cookman,21.66,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
5,Mohamed Soumare,SR-4,Arkansas-Pine Bluff,21.68,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
6,Christion Derrick,SR-4,Prairie View,21.68,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
7,Shanard Walker,JR-3,Bethune-Cookman,21.74,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
8,Joseph DeRosier,FR-1,Florida A&M,21.83,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
9,Clydeterrious Thompson,SR-4,Southern,21.85,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
10,Ronald Huddleston Jackson,JR-3,State,21.89,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
11,Jared Sylvester,JR-3,Arkansas-Pine Bluff,21.90,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
12,Jordan Pierre,FR-1,Arkansas-Pine Bluff,21.93,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
13,Kendrick Winfield,SR-4,Florida A&M,21.96,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
14,William Perry,JR-3,Texas Southern,21.97,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
15,Talil Atkins,SO-2,Alabama A&M,22.05,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
16,Trellas Forrest Alcorn,JR-3,State,22.05,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
17,Jace Coleman Jackson,FR-1,State,22.10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
17,Justus Trainer Alabama,SR-4,State,22.10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
19,Dajon Clark,SR-4,Florida A&M,22.11,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
20,Dante Brown,SR-4,Grambling,22.14,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
20,Carlos Branch,SO-2,Prairie View,22.14,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
22,Jyquan Jackson Jackson,JR-3,State,22.16,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
23,Isaiah Barnes,SR-4,Prairie View,22.20,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
24,Arrington Robinson Alcorn,SR-4,State,22.24,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
25,Kwame Smith,FR-1,Florida A&M,22.27,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
26,Nazhir Carter,SR-4,Prairie View,22.28,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
27,Damarion Roane,SO-2,Grambling,22.34,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
28,Montrael Bennett,JR-3,Bethune-Cookman,22.37,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
29,Christian Lewis,JR-3,Grambling,22.38,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
30,Daquan Tate Alabama,SO-2,State,22.39,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
31,Chaunzavia Lewis,JR-3,Texas Southern,22.42,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
32,Dametrion Mallett,JR-3,Bethune-Cookman,22.63,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
33,CJ Victorian,JR-3,Grambling,22.78,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
34,Sedgwrick Pitts,SO-2,Jr. Jackson State,22.89,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
35,Elijah Johnson,SO-2,Mississippi Valley,23.17,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
36,Ledarius Gaines,SO-2,Mississippi Valley,23.27,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
37,Rodney Johnson,JR-3,Southern,23.30,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
38,Trevon Ridley,SO-2,Texas Southern,23.36,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
39,Charlie Williams,FR-1,Mississippi Valley,24.39,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
40,Ricardo Chambers,FR-1,Mississippi Valley,27.32,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
4,Ja'Quan King,SO-2,Bethune-Cookman,21.66,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
14,William Perry,JR-3,Texas Southern,21.97,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
16,Trellas Forrest Alcorn,JR-3,State,22.05,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
35,Elijah Johnson,SO-2,Mississippi Valley,23.17,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
12,Jordan Pierre,FR-1,Arkansas-Pine Bluff,21.93,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
20,Dante Brown,SR-4,Grambling,22.14,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
33,CJ Victorian,JR-3,Grambling,22.78,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
38,Trevon Ridley,SO-2,Texas Southern,23.36,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
6,Christion Derrick,SR-4,Prairie View,21.68,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
20,Carlos Branch,SO-2,Prairie View,22.14,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
30,Daquan Tate Alabama,SO-2,State,22.39,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
1,Jamarion Stubbs Alabama,SO-2,State,21.15,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
17,Jace Coleman Jackson,FR-1,State,22.10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
34,Sedgwrick Pitts,SO-2,Jr. Jackson State,22.89,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
2,Ross Walrond,SO-2,Arkansas-Pine Bluff,21.50,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
3,DeAnthony Nervis,SR-4,Southern,21.58,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
31,Chaunzavia Lewis,JR-3,Texas Southern,22.42,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
36,Ledarius Gaines,SO-2,Mississippi Valley,23.27,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
5,Mohamed Soumare,SR-4,Arkansas-Pine Bluff,21.68,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
10,Ronald Huddleston Jackson,JR-3,State,21.89,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
26,Nazhir Carter,SR-4,Prairie View,22.28,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
8,Joseph DeRosier,FR-1,Florida A&M,21.83,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
9,Clydeterrious Thompson,SR-4,Southern,21.85,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
27,Damarion Roane,SO-2,Grambling,22.34,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
39,Charlie Williams,FR-1,Mississippi Valley,24.39,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
7,Shanard Walker,JR-3,Bethune-Cookman,21.74,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
19,Dajon Clark,SR-4,Florida A&M,22.11,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
28,Montrael Bennett,JR-3,Bethune-Cookman,22.37,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
29,Christian Lewis,JR-3,Grambling,22.38,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
17,Justus Trainer Alabama,SR-4,State,22.10,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
24,Arrington Robinson Alcorn,SR-4,State,22.24,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
25,Kwame Smith,FR-1,Florida A&M,22.27,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
13,Kendrick Winfield,SR-4,Florida A&M,21.96,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
15,Talil Atkins,SO-2,Alabama A&M,22.05,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
22,Jyquan Jackson Jackson,JR-3,State,22.16,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
32,Dametrion Mallett,JR-3,Bethune-Cookman,22.63,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
11,Jared Sylvester,JR-3,Arkansas-Pine Bluff,21.90,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
23,Isaiah Barnes,SR-4,Prairie View,22.20,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
37,Rodney Johnson,JR-3,Southern,23.30,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
40,Ricardo Chambers,FR-1,Mississippi Valley,27.32,TFRRS _ SWAC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 17-18, 2024"
1,John Trombley,JR-3,Tampa,22.84,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
2,Riley Pelletier,SO-2,Tampa,23.60,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
3,Wade Martin,JR-3,Tampa,23.61,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
4,Marcial Martinez,JR-3,Tampa,23.63,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
5,Ethan Ehrlich,,Junior Tampa Track Club,23.74,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
6,Joseph Egloff,,Freshman Tampa Track Club,24.12,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
7,Nikko Bradford,FR-1,Tampa,24.18,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
8,Jared Brown,JR-3,Palm Beach Atlantic,24.35,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
9,Jackson Brown,JR-3,Tampa,24.59,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
10,Elishua DeGeneffe Florida,FR-1,College,24.67,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
11,Alexander Burgarin,FR-1,Tampa,25.02,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
12,Kareem Titre,,Unattached,25.06,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
13,Kevin Rhodes,,Senior Unattached,25.89,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
14,Mitch Anonen,,Sophomore Tampa Track Club,26.39,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
15,Lewis Gerrity,,Junior Tampa Track Club,26.79,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
14,Mitch Anonen,,Sophomore Tampa Track Club,26.39,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
15,Lewis Gerrity,,Junior Tampa Track Club,26.79,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
6,Joseph Egloff,,Freshman Tampa Track Club,24.12,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
8,Jared Brown,JR-3,Palm Beach Atlantic,24.35,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
10,Elishua DeGeneffe Florida,FR-1,College,24.67,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
13,Kevin Rhodes,,Senior Unattached,25.89,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
5,Ethan Ehrlich,,Junior Tampa Track Club,23.74,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
7,Nikko Bradford,FR-1,Tampa,24.18,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
9,Jackson Brown,JR-3,Tampa,24.59,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
11,Alexander Burgarin,FR-1,Tampa,25.02,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
1,John Trombley,JR-3,Tampa,22.84,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
2,Riley Pelletier,SO-2,Tampa,23.60,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
3,Wade Martin,JR-3,Tampa,23.61,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
4,Marcial Martinez,JR-3,Tampa,23.63,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
12,Kareem Titre,,Unattached,25.06,TFRRS _ Tampa Spartans Open - Men's 200 Meters.pdf,"February 17, 2024"
1,Harrison Alonzo,JR-3,Manhattan,23.16,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
2,Amari Campbell,SO-2,St. Peter's,23.37,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
3,Oluwamumisorire Amori,JR-3,St. Peter's,23.48,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
4,Alberic Gbaguidi,SO-2,Manhattan,23.79,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
5,Shane McCorry,SO-2,Manhattan,23.82,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
6,Cristian Armstrong,,St. Peter's,24.04,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
7,Temiloluwa Adesetan,FR-1,St. Peter's,24.10,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
8,Malique Jackson,SO-2,St. Peter's,24.43,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
9,Ryan Fernandes,FR-1,St. Peter's,24.58,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
10,Jaden Walker,SO-2,Manhattan,25.89,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
1,Harrison Alonzo,JR-3,Manhattan,23.16,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
2,Amari Campbell,SO-2,St. Peter's,23.37,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
3,Oluwamumisorire Amori,JR-3,St. Peter's,23.48,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
5,Shane McCorry,SO-2,Manhattan,23.82,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
7,Temiloluwa Adesetan,FR-1,St. Peter's,24.10,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
4,Alberic Gbaguidi,SO-2,Manhattan,23.79,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
8,Malique Jackson,SO-2,St. Peter's,24.43,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
6,Cristian Armstrong,,St. Peter's,24.04,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
9,Ryan Fernandes,FR-1,St. Peter's,24.58,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
10,Jaden Walker,SO-2,Manhattan,25.89,TFRRS _ The Coach Fred Dwyer Invitational - Men's 200 Meters.pdf,"February 16, 2024"
1,Dylan Gramley,SO-2,Wis.-Oshkosh 22.12,10,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
2,Colin McClowry,JR-3,Wis.-Eau Claire 22.27,8,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
3,Nolan Milas,FR-1,Wis.-Oshkosh 22.27,6,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
4,Jack Schreiber,FR-1,Wis.-Eau Claire 22.38,5,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
5,Michael Deluca,SO-2,Wis.-Oshkosh 22.41,4,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
6,Weston Lerdal,JR-3,Wis.-Oshkosh 22.42,3,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
7,Caleb Wright,SO-2,Wis.-Oshkosh 22.55,2,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
8,Stefan Klechefski,JR-3,Wis.-Eau Claire 22.63,1,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
7,Caleb Wright,SO-2,Wis.-Oshkosh 22.55,2,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
8,Stefan Klechefski,JR-3,Wis.-Eau Claire 22.63,1,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
5,Michael Deluca,SO-2,Wis.-Oshkosh 22.41,4,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
4,Jack Schreiber,FR-1,Wis.-Eau Claire 22.38,5,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
6,Weston Lerdal,JR-3,Wis.-Oshkosh 22.42,3,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
2,Colin McClowry,JR-3,Wis.-Eau Claire 22.27,8,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
1,Dylan Gramley,SO-2,Wis.-Oshkosh 22.12,10,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
3,Nolan Milas,FR-1,Wis.-Oshkosh 22.27,6,TFRRS _ Titan Challenge - Men's 200 Meters.pdf,"February 17, 2024"
1,Jayden Murdock,,Unattached 22.13,10,TFRRS _ UND Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
2,Gabe Miles North Dakota,FR-1,State 22.16,8,TFRRS _ UND Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
